from,to,const,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
EH04,EL04,,0.5336,0.5336,0.5327,0.52635,0.52405,0.52375,0.52295,0.52195,0.51955,0.515,0.4903,0.48775,0.48565,0.47925,0.47415,0.46705,0.4562,0.4461,0.4355,0.43055,0.42875,0.41615,0.41465,0.4124,0.3219,0.3219,0.3219,0.3219,0.3209,0.3209,0.3199,0.3062,0.3049,0.2993,0.2993,0.2905,0.2903,0.2903,0.2903,0.2901
EH05,EL05,,3.0762,3.0762,3.0753,3.06895,3.06665,3.06635,2.93955,2.92675,2.92375,2.9192,2.8919,2.88935,2.87475,2.86735,2.86075,2.85125,2.8345,2.79,2.774,2.76905,2.76595,2.75335,2.75135,2.7501,2.7469,2.7467,2.7467,2.7467,2.7195,2.6702,2.6692,2.6555,2.6542,2.6477,2.582,2.5768,2.5747,2.5747,2.5747,2.5635
EH06,EL06,,4.6013,4.5853,4.5813,4.5807,4.5767,4.5687,4.5637,4.5485,4.5149,4.5129,4.5129,4.4889,4.464,4.4482,4.4348,4.4245,4.3739,4.2758,4.2348,4.2235,4.2069,4.1631,4.1541,4.0771,4.0671,4.0491,4.0491,4.0491,4.0491,4.0491,4.0491,4.0491,4.0421,4.0391,4.0391,4.0361,4.0349,4.0315,4.0315,4.0315
EH07,EL07,,1.8408,1.8408,1.8323,1.8014,1.8006,1.7805,1.765,1.7463,1.7251,1.6987,1.6464,1.624,1.5952,1.5686,1.5348,1.5207,1.5127,1.4607,1.4294,1.3896,1.3763,1.322,1.3089,1.1074,1.069,1.069,1.0683,1.0665,1.0649,1.0563,1.0429,1.0351,1.0277,0.9798,0.9751,0.9735,0.9725,0.9708,0.9708,0.9692
EH08,EL08,,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557,0.0557
EH09,EL09,,11.075,11.0708,11.0428,11.022,11.0124,10.9552,10.8842,10.8449,10.8133,10.7533,10.6725,10.6725,10.5141,10.4913,10.4661,10.4571,10.329,10.25545,9.90245,9.81415,9.61605,9.40595,9.30115,8.928,8.815,8.815,8.8135,8.8112,8.8112,8.6447,8.6096,8.47185,8.34505,8.13975,8.04485,7.50405,7.26095,7.12715,6.96965,6.96755
EH10,EL10,,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.5137,2.5137,2.5122,2.5122,2.5122,2.5024,2.5024,2.5024,2.5024,2.5024,2.4449,2.3544,2.3544,2.3544,2.3544,2.3544,2.3544,2.3544,2.3544,2.3544,2.2675,2.2675,2.2675,2.2675,2.2273,2.2273,2.1841
EH11,EL11,,35.4004,35.3902,35.3851,35.3204,35.2876,35.2565,35.2426,35.2066,35.0583,35.022,34.997,34.9586,34.9411,34.9237,34.8995,34.8759,34.8649,34.7284,34.7024,34.6592,34.5639,34.5063,34.4499,34.3659,34.2698,34.1819,34.1819,34.1819,34.1735,33.6975,33.4716,33.0383,33.0119,33.0083,32.7003,32.3913,31.8098,31.5028,31.4378,31.4372
EH12,EL12,,3.5862,3.585,3.5706,3.5706,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5606,3.5591,3.5591,3.5591,3.5575,3.5483,3.5143,3.5127,3.5115,3.4985,3.4971,3.4941,3.4941,3.4941,3.4941,3.4917,3.4302,3.4302,3.1389,3.111,2.981,2.851,2.698,2.698,2.698,2.698
EH13,EL13,,9.9649,9.9532,9.9477,9.9317,9.9279,9.9264,9.8371,9.813,9.813,9.7936,9.7549,9.7449,9.7424,9.6945,9.5153,9.4185,9.2809,9.2202,9.0612,9.0612,9.0246,8.8247,8.7691,8.7507,8.6862,8.6662,8.6662,8.6662,8.6662,8.6662,8.6662,8.6662,8.6618,8.6588,8.6444,8.5742,8.4902,8.0606,8.0606,8.0606
% NGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG01,EL01,,12.66215,12.66215,12.66215,12.66215,12.66215,12.66215,12.66215,12.66215,12.66215,12.64965,12.64965,12.64965,12.12705,10.46865,10.28065,9.97555,9.97555,9.82535,9.67125,9.67125,9.43065,9.41725,9.24725,9.24725,8.63115,5.89665,1.70505,0,0,0,0,0,0,0,0,0,0,0,0,0
EG02,EL02,,37.0067,36.9062,36.8774,36.8774,36.8774,36.3585,36.08,35.8284,35.1085,34.6184,33.6242,33.5492,32.9552,32.9552,32.9552,32.9552,32.7077,31.945,31.8551,31.5135,31.4915,31.2315,29.9909,23.0023,18.1257,10.0519,3.6304,1.8332,1.5983,0.8801,0.24,0,0,0,0,0,0,0,0,0
EG03,EL03,,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,10.2034,9.9072,9.9072,9.784,9.6958,9.4958,9.4958,9.4958,9.207,9.0144,9.0097,9.0097,9.0097,7.8001,5.8431,2.8321,0,0,0,0,0,0,0,0,0,0,0,0,0
EG04,EL04,,5.8743,5.8743,5.8743,5.8743,5.8743,5.8743,5.8743,5.8743,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.8696,5.55585,5.43885,5.28055,5.14715,3.4506,1.3335,1.3335,0.98565,0.394,0.3015,0.3015,0,0,0,0,0,0,0,0,0
EG05,EL05,,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.18305,5.11755,5.11755,5.11285,4.6876,4.6876,4.6876,4.6876,4.6876,4.4732,4.0004,2.79745,1.69,1.0675,0.9455,0,0,0,0,0,0,0,0,0
EG06,EL06,,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.5796,7.4361,7.3765,7.1212,6.5524,6.3745,4.0978,3.816,3.494,3.4909,3.4894,3.4894,3.4894,3.4421,3.4421,3.1421,2.1191,0.52,0,0,0,0,0,0,0,0,0,0,0
EG07,EL07,,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,13.0909,12.8968,12.8968,12.3378,11.6975,11.6205,11.1816,11.1816,10.6666,10.6666,10.6666,10.3266,9.6746,8.589,6.9003,4.0946,0.578,0,0,0,0,0,0,0,0,0,0,0,0,0
EG08,EL08,,19.1725,18.8511,18.8511,18.8511,18.8511,18.8511,18.7961,18.7961,18.7961,18.7961,18.7891,18.7891,18.7191,18.7191,18.7191,18.5762,17.1274,15.5984,15.3418,15.3418,15.0637,15.0637,14.5172,13.7272,12.0927,8.899,6.7275,5.3237,2.4329,2.4329,0.5989,0,0,0,0,0,0,0,0,0
EG09,EL09,,24.31285,24.28405,24.25525,24.22645,24.22645,24.22645,24.22645,24.22645,24.22645,24.22645,24.22645,24.15345,24.11635,23.62715,23.43915,23.13755,23.12555,22.92015,22.92015,22.81015,22.42865,22.22095,22.00145,20.33785,18.42165,12.30785,5.35355,2.4323,1.0557,0.6881,0.6881,0,0,0,0,0,0,0,0,0
EG10,EL10,,24.53245,24.38285,24.30635,24.30635,24.30635,24.08035,23.95535,23.95535,23.95535,23.80095,23.79095,23.79095,23.66855,23.66855,23.66855,23.66855,23.66855,23.66855,23.61455,23.48575,23.16595,23.16595,22.85085,21.23495,18.3551,10.8963,4.1176,1.7926,1.2886,0.679,0,0,0,0,0,0,0,0,0,0
EG11,EL11,,13.9398,13.9398,13.7548,13.6623,13.6623,13.5698,13.5698,13.5698,13.5698,13.5698,13.5698,13.5698,13.5698,13.5698,13.3494,13.1568,12.6769,12.1881,11.9218,11.2296,10.9816,10.9816,10.9816,10.3836,9.5806,8.2509,6.4724,4.699,4.4066,2.6665,1.5922,0,0,0,0,0,0,0,0,0
EG12,EL12,,16.0281,16.0281,16.0281,16.0281,16.0281,16.0281,16.0281,16.0281,16.0281,16.0281,15.9198,15.809,15.809,15.721,15.721,15.688,15.688,15.1463,15.1463,14.9712,14.9712,14.6286,14.4059,14.2637,12.5614,9.4382,4.469,2.439,1.7499,0.81,0.7,0,0,0,0,0,0,0,0,0
EG13,EL13,,17.4256,16.9306,16.9306,16.9294,16.9294,16.9294,16.9294,16.9294,16.8744,16.8714,16.3156,15.817,15.3868,15.1702,15.1702,15.1702,14.988,14.7766,14.3977,14.3083,13.985,13.985,13.985,13.985,12.2879,9.8921,6.2449,5.4536,1.8018,0.183,0,0,0,0,0,0,0,0,0,0
% CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET01,EL01,,22.90265,22.88895,21.75445,21.74275,21.64795,21.64485,21.64485,21.63795,21.63795,21.62445,21.62445,21.60445,21.41765,21.22875,21.14055,20.27305,20.05355,19.84755,19.41205,19.17525,19.14455,18.96575,17.39915,13.9148,9.3032,3.1714,1.93935,0.8008,0.2028,0.1785,0.1785,0,0,0,0,0,0,0,0,0
ET02,EL02,,8.3075,7.7092,7.2018,7.1144,7.1138,7.1138,7.1138,6.8401,6.6426,6.6264,6.4688,5.2949,5.0425,4.4815,4.4713,4.3265,4.2474,3.97,3.6436,3.5921,3.0393,3.0383,2.6718,2.22,1.6077,1.6069,1.6069,0.9342,0.6082,0.4336,0.2636,0,0,0,0,0,0,0,0,0
ET03,EL03,,3.3271,3.3271,3.3271,3.3271,3.3271,3.3271,3.3271,3.3245,3.2709,3.2583,3.2048,3.1804,3.0756,3.0756,3.0305,2.7045,2.7045,2.7038,2.5101,2.5101,2.5101,2.5101,2.4215,2.2809,1.6962,0.8515,0.0283,0.0016,0.0016,0.0016,0,0,0,0,0,0,0,0,0,0
ET04,EL04,,16.16615,16.10165,16.07025,16.0623,15.9608,15.96035,15.90585,15.90585,15.9031,15.8613,15.8578,15.8112,15.7518,15.73245,15.72155,15.6501,15.45085,15.2586,14.98,14.8905,14.7486,14.7486,13.09965,10.5597,5.97525,2.1298,0.9569,0.92665,0.00665,0.00665,0,0,0,0,0,0,0,0,0,0
ET05,EL05,,6.35325,6.13535,6.10385,6.0941,6.0941,6.0494,6.0494,6.0494,6.04665,6.04665,6.04105,6.04105,6.03835,5.88075,5.81555,5.79675,5.613,5.0503,4.8372,4.6436,4.5422,4.5322,4.41635,3.9901,2.63255,2.40145,1.79415,1.5267,0.8378,0.7435,0.493,0,0,0,0,0,0,0,0,0
ET06,EL06,,1.9148,1.9148,1.9148,1.9148,1.9148,1.9148,1.9148,1.9148,1.9148,1.9077,1.9077,1.9039,1.9039,1.9005,1.8966,1.7493,1.7493,1.7376,1.6869,1.6862,1.6862,1.6862,1.6862,1.6785,1.1615,0.7315,0.4815,0.361,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0
ET07,EL07,,0.8413,0.8413,0.8413,0.8193,0.8175,0.8131,0.8119,0.8107,0.8107,0.8095,0.8095,0.8095,0.8095,0.7659,0.7659,0.7401,0.7381,0.7229,0.7017,0.7017,0.7017,0.7017,0.5908,0.5313,0.2601,0.1256,0.1006,0.0948,0.0948,0.0948,0,0,0,0,0,0,0,0,0,0
ET08,EL08,,6.8989,6.8989,6.8989,6.7765,6.7637,6.7637,6.7612,6.7612,6.7612,6.7582,6.7461,6.7023,6.616,6.5692,6.5679,5.9629,5.3159,5.2309,5.2309,5.1348,5.1348,5.1207,5.1207,4.3212,3.7304,1.3528,0.9908,0.9908,0.8708,0.5504,0,0,0,0,0,0,0,0,0,0
ET09,EL09,,25.59435,25.59435,25.59175,25.59175,25.59175,25.58865,25.58865,25.55115,25.51375,25.46335,25.46005,25.46005,25.27625,25.05025,24.81135,24.57805,24.57805,23.55,21.4245,20.6431,20.2549,20.0039,18.8083,11.91195,7.6065,4.1753,1.6233,0.9743,0.93255,0.8908,0.1785,0,0,0,0,0,0,0,0,0
ET10,EL10,,9.6988,9.63,9.4489,9.448,9.3151,9.28195,9.22155,9.17985,9.08205,9.02345,9.02345,8.99085,8.92285,8.6959,8.6903,7.74295,7.73545,7.66575,7.56805,7.49835,7.14295,6.98035,6.74545,6.01335,4.0623,2.78475,2.0289,1.96715,1.6261,1.38955,0.8246,0,0,0,0,0,0,0,0,0
ET11,EL11,,4.15705,4.09525,4.05455,4.04455,3.69755,3.69755,3.6963,3.4381,3.4381,3.4153,3.4147,3.4095,3.4075,3.4056,3.183,3.18175,3.18175,3.01175,2.65655,2.65555,2.65555,2.65555,2.65555,2.62855,2.06945,1.4459,1.3991,1.3713,1.0787,0.8988,0.8988,0,0,0,0,0,0,0,0,0
ET12,EL12,,4.82125,4.82125,4.82125,4.82125,4.76045,4.76045,4.7592,4.7531,4.7531,4.7531,4.7531,4.7531,4.7027,4.6903,4.6903,4.68905,4.68905,4.68905,4.68905,4.58655,4.58655,4.33275,4.26115,3.71845,3.27585,1.875,1.213,1.1237,1.1167,1.0627,0.6687,0,0,0,0,0,0,0,0,0
ET13,EL13,,7.2399,6.8903,6.8654,6.8654,6.8654,6.7738,6.7054,6.592,6.1195,5.6966,5.3075,5.1169,4.5097,4.2505,3.9834,3.8111,3.7607,3.7141,3.608,3.4028,3.4028,3.4028,3.4028,3.4028,2.4511,1.6563,0.9023,0.7271,0.5447,0.3237,0.1245,0,0,0,0,0,0,0,0,0
% Geothermal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E101,EL01,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E102,EL02,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E103,EL03,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E104,EL04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E105,EL05,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E106,EL06,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E107,EL07,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E108,EL08,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E109,EL09,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E110,EL10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E111,EL11,,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.4153,0.3886,0.3716,0.3716,0.3632,0.3466,0.3256,0.3031,0.3031,0.2403,0.2403,0.2403,0.2403,0.2403
E112,EL12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E113,EL13,,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.7106,2.6006,2.4906,2.4906,2.4906,2.3806,2.3806,2.3806,2.3806,2.2706,2.0196,2.0196,1.8916,1.5856,1.3992,0.9616,0.8754,0.8204,0.549,0.2599,0.1949,0.1949,0.1949,0.1469,0.1469,0.1469,0.0959
% Other generation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED,EL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EY,EL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP,EL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2,EL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3,EL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Electricity transmission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL01,EL03,,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
EL01,EL04,,3.695,3.715,3.735,3.71,3.71,3.71,3.71,3.71,3.71,3.733,3.756,3.779,3.802,3.825,3.848,3.871,3.894,3.917,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94
EL01,EL09,,6.894,6.894,6.894,6.894,6.894,6.894,6.894,6.894,6.894,6.912,6.929,6.947,6.964,6.982,7,7.017,7.035,7.052,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07,7.07
EL01,ELON,,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
EL02,EL10,,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975
EL03,EL06,,3.418,3.418,3.418,3.418,3.418,3.418,3.418,3.418,3.418,3.436,3.454,3.473,3.491,3.509,3.527,3.545,3.564,3.582,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
EL03,EL09,,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475,4.475
EL04,EL05,,1.62,1.6675,1.665,1.715,1.715,1.715,1.715,1.715,1.715,1.7235,1.732,1.741,1.749,1.7575,1.766,1.774,1.783,1.792,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
EL04,EL09,,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155,5.155
EL04,EL10,,2.3205,2.3205,2.3205,2.3205,2.3205,2.3205,2.3205,2.3205,2.3205,2.3255,2.3305,2.3355,2.3405,2.345,2.35,2.355,2.36,2.365,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37,2.37
EL05,EL10,,1.8105,1.8105,1.8105,1.8235,1.8235,1.8235,1.8235,1.8235,1.8235,1.8475,1.8705,1.8945,1.918,1.9415,1.9655,1.989,2.013,2.036,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
EL05,EL11,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
EL05,EL12,,0.348,0.3475,0.347,0.3465,0.346,0.345,0.345,0.344,0.3435,0.35,0.357,0.3635,0.37,0.3765,0.3835,0.39,0.3965,0.4035,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
EL05,ELMB,,2.285,2.315,2.365,2.365,2.395,2.395,2.395,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945,2.945
EL05,ELON,,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145
EL06,EL07,,1.459,1.469,1.469,1.469,1.469,1.469,1.469,1.469,1.469,1.477,1.485,1.493,1.501,1.5095,1.518,1.526,1.534,1.542,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55,1.55
EL06,ELON,,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94
EL06,ELQU,,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.4545,1.4695,1.485,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
EL07,ELQU,,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.635,1.666,1.697,1.728,1.759,1.79,1.821,1.852,1.883,1.914,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945,1.945
EL07,ELNB,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8655,0.88,0.8955,0.91,0.9245,0.94,0.9555,0.97,0.9855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EL08,EL09,,2.098,2.098,2.308,2.308,2.308,2.308,2.308,2.3435,2.379,2.506,2.633,2.76,2.887,3.0145,3.142,3.269,3.396,3.523,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
EL09,EL10,,1.26,1.296,1.206,1.281,1.281,1.281,1.281,1.281,1.281,1.366,1.451,1.536,1.621,1.706,1.79,1.875,1.96,2.045,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13,2.13
EL10,EL12,,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.475,0.488,0.501,0.514,0.527,0.54,0.553,0.566,0.579,0.592,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605
EL11,EL12,,2.587,2.596,2.582,2.592,2.603,2.603,2.603,2.577,2.577,2.63,2.684,2.737,2.79,2.8435,2.897,2.95,3.003,3.057,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11,3.11
EL11,EL13,,8.636,8.636,8.6525,8.773,8.773,8.8355,8.8595,8.9205,8.9685,8.9685,8.9685,8.9685,8.9685,8.9685,9.0105,9.073,9.1355,9.1975,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26,9.26
EL11,ELAB,,3.1825,3.1825,3.1825,3.1825,3.1825,3.1825,3.1825,3.1825,3.1825,3.1945,3.207,3.219,3.2315,3.2435,3.256,3.2685,3.2805,3.2925,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305,3.305
EL12,EL13,,6.8805,6.8805,6.8805,6.8805,6.8805,6.8805,6.8805,6.8695,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585,6.8585
EL13,ELMX,,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
